Copyright (C) Douglas Gregor 2008,0
Copyright (c) 2001 Daniel Nuffer http://spirit.sourceforge.net/,0
"(C) ACM, 2011 2002-2011, Christopher Kormanyos",0
Copyright Stefan Seefeld 2016.,0
"copyright (c) 2017-2018 Oracle and/or its affiliates. Contributed and/or modified by Adam Wulkiewicz, on behalf of Oracle",0
"© Copyright Andy Tompkins, 2006",0
"Copyright (c) 2016-2018 Oracle and/or its affiliates. Contributed and/or modified by Vissarion Fisikopoulos, on behalf of Oracle Contributed and/or modified by Adam Wulkiewicz, on behalf of Oracle",0
Copyright (c) 2010 Intel Corporation,0
"Copyright 2002-2005, 2015 David Abrahams, Stefan Seefeld",0
Copyright (c) 2008-2012 Eric Niebler,0
(C) Copyright Gennadiy Rozental 2003-2015,0
"Copyright (c) 2018, Oracle and/or its affiliates Contributed and/or modified by Adam Wulkiewicz, on behalf of Oracle",0
Copyright (C) 2009 The Trustees of Indiana University,0
Copyright 2013 Christian Shelton,0
Copyright 2002-2004 Douglas Gregor,0
Copyright (c) 2016 Lee Clagett,0
Copyright (c) 2015 Jakub Szuppe &lt;j.szuppe@gmail.com&gt;,0
Copyright (c) 2014-2015 John Fletcher,0
Copyright (C) 2014-2016 Andrzej Krzemienski.,0
Copyright 2009-2012 Lorenzo Caminiti,0
"Copyright (c) 2009, 2011 Helge Bahmann",0
Copyright 2013 Paul A. Bristow,0
"Copyright (c) Jeremy Siek and Andrew Lumsdaine 2000, David Abrahams 2007",0
Copyright (c) 2017 Francisco Jose Tapia (fjtapia@gmail.com ),0
copyright 2014-2017 Glen Joseph Fernandes,0
"Copyright (c) 1996-1997 Silicon Graphics Computer Systems, Inc.",0
Copyright 2002 Brad King and Douglas Gregor,0
Copyright 2000-2001 &quot;http://www.osl.iu.edu/~garcia&quot; Ronald Garcia,0
Copyright 2002-2005 Vladimir Prus,0
Copyright Cromwell D. Enage 2004 copy 2014 Peter Dimov,0
Copyright (C) 2007 The Trustees of Indiana University.,0
(c) 2016 Francisco Jose Tapia (fjtapia@gmail.com ),0
"Copyright 2008 Howard Hinnant Copyright 2006, 2008 Beman Dawes Copyright 2009-2013 Vicente J. Botet Escriba",0
Copyright AlainMiniussi 20014 - 20015,0
Copyright (c) 2002 Juan Carlos Arevalo-Baeza http://spirit.sourceforge.net/,0
"copyright (c) 2016 Oracle and/or its affiliates. Contributed and/or modified by Vissarion Fysikopoulos, on behalf of Oracle",0
"Copyright 2007, 2008 Tobias Schwinger",0
"copyright 2002 2004 2006 Joel de Guzman, Eric Niebler",0
Copyright 2002-2017 Rene Rivera,0
"Copyright 2003, 2005 Dave Abrahams",0
"Copyright 2011, John Maddock",0
"Copyright (C) 1997, 1999, 2000, 2001, 2003, 2005 Free Software Foundation, Inc.",0
"Copyright (c) 2014-2017, Oracle and/or its affiliates. Contributed and/or modified by Menelaos Karavelas, on behalf of Oracle Contributed and/or modified by Adam Wulkiewicz, on behalf of Oracle",0
Copyright (C) 2001 Jaakko Jarvi (jaakko.jarvi@cs.utu.fi),0
Copyright (c) 2009 Chris Hoeppler,0
(C) Copyright Ion Gaztanaga 2011-2012,0
Copyright 2008 Frank Mori Hess,0
"(C) Copyright Dave Abrahams, Steve Cleary, Beman Dawes, Aleksey Gurtovoy, Howard Hinnant &amp; John Maddock 2000",0
(C) Copyright Ion Gaztanaga 2011-2014,0
(C) Copyright Ion Gaztanaga 2011-2013,0
(c) jQuery Foundation | jquery.org/license,0
Copyright (c) 2012 Antony Polukhin,0
Copyright 2014 Ion Gaztanaga,0
"copyright (c) 2017-2018, Oracle and/or its affiliates. Contributed and/or modified by Adam Wulkiewicz, on behalf of Oracle",0
"Copyright (C) 2013 Artifex Software, Inc. All rights reserved.",0
(C) Copyright Johan Rade 2006,0
Copyright (c) 2015 Ahmed Charles,0
Copyright (c) 2018 Antony Polukhin,0
Copyright 2005 David Abrahams,0
(C) Copyright 2002 Robert Ramey- http://www.rrsd.com and Takatoshi Kondo,0
Copyright 2011-2014 Antony Polukhin,0
Copyright (C) 2004-2017 Mark Adler,0
"Copyright (c) 1997 Christian Michelsen Research AS Advanced Computing Fantoftvegen 38, 5036 BERGEN, Norway",0
Copyright (C) 1995-2017 Mark Adler,0
"Copyright (C) 1993-2018 Free Software Foundation, Inc Written by Steve Chamberlain, &lt;sac@cygnus.com&gt;.",0
"Copyright (C) 2010-2018 Free Software Foundation, Inc. Written by Rainer Orth &lt;ro@CeBiTec.Uni-Bielefeld.DE&gt;",0
"Copyright (C) 2013-2018 Free Software Foundation, Inc. Written by Alexander Ivchenko &lt;alexander.ivchenko@intel.com&gt;.",0
"Copyright (C) 2003-2018 Free Software Foundation, Inc.",0
"Copyright (C) 2008-2018 Free Software Foundation, Inc. Contributed by Red Hat. Written by DJ Delorie.",0
"Copyright (C) 1994-2018 Free Software Foundation, Inc.",0
"(C) Copyright 1984 by Third Eye Software, Inc.",0
"Copyright (C) 2003-2018 Free Software Foundation, Inc. Written by Ian Lance Taylor &lt;ian@wasabisystems.com&gt;.",0
"Copyright (C) 2005-2018 Free Software Foundation, Inc. Written by Kaveh R. Ghazi &lt;ghazi@caip.rutgers.edu&gt;.",0
"Copyright 2005, 2007, 2009, 2010 Free Software Foundation, Inc.",0
"Copyright (C) 1990-2018 Free Software Foundation, Inc. Written by Steve Chamberlain of Cygnus Support &lt;sac@cygnus.com&gt;.",0
"Copyright (C) 1991-2018 Free Software Foundation, Inc. Written by Steve Chamberlain sac@cygnus.com",0
"Copyright (C) 1994-2018 Free Software Foundation, Inc. Contributed by Richard Earnshaw (rwe@pegasus.esprit.ec.org) Modified by David Taylor (dtaylor@armltd.co.uk) copyrighted Mark Adler",0
"Copyright (C) 1993-2018 Free Software Foundation, Inc. Hacked by Steve Chamberlain of Cygnus Support.",0
"Copyright (C) 2014 Free Software Foundation, Inc. Ð&#156;Ð¸Ñ&#128;Ð¾Ñ&#129;Ð»Ð°Ð² Ð&#157;Ð¸ÐºÐ¾Ð»Ð¸Ñ&#155; &lt;miroslavnikolic@rocketmail.com&gt;, 2014",0
"Copyright Â© 2001, 2002, 2013, 2014, 2016, 2017, 2018 Free Software Foundation, Inc.",0
"Copyright 2001-2018 Free Software Foundation, Inc.",0
"Copyright (C) 1996-2018 Free Software Foundation, Inc. Written by Jeff Law, Cygnus Support",0
"Copyright (C) 1997-2018 Free Software Foundation, Inc. Created by Michael Meissner, Cygnus Support &lt;meissner@cygnus.com&gt;",0
"Copyright (C) 2009-2018 Free Software Foundation, Inc. Written by Ian Lance Taylor &lt;iant@google.com&gt;.",0
"Copyright 2000-2014 Free Software Foundation, Inc. Contributed by Peter Gavin, pgavin@gmail.com",0
"Copyright (C) 2011 Free Software Foundation, Inc. Sergio Zanchetta &lt;primes2h@ubuntu.com&gt;, 2011.",0
Copyright 2002-2017 Free Software Foundation,0
"Copyright (C) 1999-2018 Free Software Foundation, Inc. Hacked by Steve Chamberlain of Transmeta. sac@pobox.com",0
"Copyright (C) 2016-2017 Free Software Foundation, Inc. Written by Igor Kudrin &lt;ikudrin@accesssoftek.com&gt;.",0
Copyright (c) 1990 Regents of the University of California. All rights reserved.,0
"Copyright (C) 1995-1999, 2000-2002 Free Software Foundation, Inc.",0
"Copyright (C) 1997-2018 Free Software Foundation, Inc. Written by Ian Lance Taylor, Cygnus Support. Rewritten by Kai Tietz, Onevision.",0
Copyright (c) 2014 Regents of the University of California. All rights reserved.,0
"Copyright (C) 2018 Free Software Foundation, Inc. Written by Cary Coutant &lt;ccoutant@gmail.com&gt;.",0
"Copyright (C) 1999-2018 Free Software Foundation, Inc. Heavily copied from the D10V port by Martin Hunt (hunt@cygnus.com))",0
"Copyright Â© 2005, 2007, 2009, 2010, 2011, 2012, 2014 Free Software Foundation, Inc. Jorma Karvonen &lt;karvjorm@users.sf.net&gt;, 2005, 2007. Jorma Karvonen &lt;karvonen.jorma@gmail.com&gt;, 2009-2012, 2014.",0
"Copyright (C) 2016-2018 Free Software Foundation, Inc. Written by Igor Kudrin &lt;ikudrin@accesssoftek.com&gt;.",0
"Copyright (C) 2004, 2005, 2007, 2008, 2009 Free Software Foundation, Inc. Written by Gary V. Vaughan, 2004",0
"Copyright (C) 2014 Free Software Foundation, Inc.",0
"Copyright (C) 2004-2017 Free Software Foundation, Inc.",0
Copyright (C) 2002-2004 Dmitriy Anisimkov,0
"Copyright (C) 1995-2006, 2011, 2016 Jean-loup Gailly",0
"Copyright (C) 2005, 06 Free Software Foundation, Inc. Meng Jie &lt;zuxyhere@eastday.com&gt;, 2005. Wei-Lun Chao &lt;bluebat@member.fsf.org&gt;, 2006, 2013, 2015.",0
"Copyright (C) 1992-2018 Free Software Foundation, Inc. Written by Cygnus Support.",0
"Copyright (C) 2003, 2006, 2007, 2009 Free Software Foundation, Inc.",0
"Copyright (C) 2016-2017 Free Software Foundation, Inc. Written by Igor Kudrin &lt;ikudrin@accesssoftek.com&gt;",0
"Copyright (C) 2008-2017 Free Software Foundation, Inc. Written by Ian Lance Taylor &lt;iant@google.com&gt;.",0
"Copyright (C) 1999-2018 Free Software Foundation, Inc. Contributed by Stephane Carrez (stcarrez@nerim.fr)",0
"Copyright (C) 1999-2018 Free Software Foundation, Inc. Written by Bob Manson, Cygnus Solutions, &lt;manson@cygnus.com&gt;",0
"Copyright (C) 2014-2018 Free Software Foundation, Inc. Written by Jing Yu &lt;jingyu@google.com&gt; and Han Shen &lt;shenhan@google.com&gt;.",0
"Copyright (C) 1995, 1996, 1997 by Ulrich Drepper &lt;drepper@gnu.ai.mit.edu&gt;",0
"Copyright (C) 2013-2017 Free Software Foundation, Inc. Written by Alexander Ivchenko &lt;alexander.ivchenko@intel.com&gt;.",0
"Copyright (C) 2007-2018 Free Software Foundation, Inc. Contributed by M R Swami Reddy.",0
"Copyright (C) 2004, 2005, 2010, 2011, 2012, 2013, 2016 Mark Adler",0
"Copyright (C) 2013 Free Software Foundation, Inc.",0
"Copyright (C) 1996-2018 Free Software Foundation, Inc. Written by Martin Hunt (hunt@cygnus.com), Cygnus Support",0
"Copyright (C) 1998-2018 Free Software Foundation, Inc. Contributed by Mark Mitchell (mark@markmitchell.com).",0
"Copyright (C) 2000-2018 Free Software Foundation, Inc. Contributed by Jan Hubicka &lt;jh@suse.cz&gt;",0
"Copyright (C) 2003-2018 Free Software Foundation, Inc. Written by Kaveh R. Ghazi &lt;ghazi@caip.rutgers.edu&gt;.",0
"Copyright (C) 2013-2017 Free Software Foundation, Inc. Written by Alexander Ivchenko &lt;alexander.ivchenko@intel.com&gt;",0
Copyright (C) 1990-2018 Free Software Foundation,0
"Copyright (C) 2000-2018 Free Software Foundation, Inc.",0
"Copyright (C) 1997-2018 Free Software Foundation, Inc. Written by Martin Hunt (hunt@cygnus.com), Cygnus Solutions",0
"Copyright (C) 2009-2018 Free Software Foundation, Inc. Written by Mikolaj Zalewski &lt;mikolajz@google.com&gt;.",0
"Copyright (C) 2001, 2010 Free Software Foundation, Inc. Daisuke Yamashita &lt;yamad@mb.infoweb.ne.jp&gt;, 2001 Yasuaki Taniguchi &lt;yasuakit@gmail.com&gt;, 2010.",0
"Copyright (C) 1999-2018 Free Software Foundation, Inc. Contributed by Vladimir Makarov (vmakarov@cygnus.com).",0
"Copyright (C) 1995-1999, 2000-2003 Free Software Foundation, Inc.",0
"Copyright (C) 1990-2018 Free Software Foundation, Inc. Written by Metin G. Ozisik, Mimi Phuong-Thao Vo, and John Gilmore.",0
"Copyright (C) 1994-2018 Free Software Foundation, Inc. Written by Ian Lance Taylor, Cygnus Support.",0
"Copyright (C) 1997-2018 Free Software Foundation, Inc. Written by Kai Tietz, Onevision.",0
"Copyright (C) 2001-2018 Free Software Foundation, Inc. Written by Tom Rix, Redhat.",0
"Copyright (C) 2003, 2005 Free Software Foundation, Inc. Deniz Akkus Kanca &lt;deniz@arayan.com&gt;, 2001,2003. Mesutcan Kurt &lt;mesutcank@gmail.com&gt;, 2017.",0
"Copyright (C) 2008-2018 Free Software Foundation, Inc. Written by Evgenii Stepanov &lt;eugenis@google.com&gt;.",0
"Copyright (C) 2011-2018 Free Software Foundation, Inc.",0
"Copyright Â© 2018 Free Software Foundation, Inc.",0
"Copyright (C) 1995-2005, 2010 Mark Adler",0
"Copyright (C) 2003, 2012 Mark Adler, all rights reserved",0
"Copyright (C) 2009-2018 Free Software Foundation, Inc. Contributed by Red Hat.",0
"Copyright 2009 Free Software Foundation, Inc.",0
"Copyright (C) 2012-2017 Free Software Foundation, Inc. Written by Nick Clifton &lt;nickc@redhat.com&gt;",0
"Copyright Â© 2013 Free Software Foundation, Inc. Clytie Siddall &lt;clytie@riverland.net.au&gt;, 2010. Tráº§n Ngá»&#141;c QuÃ¢n &lt;vnwildman@gmail.com&gt;, 2012-2013.",0
"Copyright (C) 1998-2018 Free Software Foundation, Inc. Contributed by Steven Haworth (steve@pm.cse.rmit.edu.au)",0
"Copyright (C) 1996-2018 Free Software Foundation, Inc. Written by Ian Lance Taylor &lt;ian@cygnus.com&gt;.",0
"Copyright (C) 2004 Free Software Foundation, Inc. Ivan MasÃ¡r &lt;helix84@centrum.sk&gt;, 2007, 2008, 2009.",0
Copyright (C) 1995-2017 Jean-loup Gailly and Mark Adler,0
"Copyright (C) 1995-2006, 2010, 2011, 2016 Jean-loup Gailly",0
Copyright (c) 1987 Regents of the University of California. All rights reserved.,0
"Copyright (C) 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2014, 2015, 2016 Free Software Foundation, Inc.",0
"Copyright (C) 2010-2017 Free Software Foundation, Inc. Written by Cary Coutant &lt;ccoutant@google.com&gt;.",0
"Copyright (C) 1991-2018 Free Software Foundation, Inc. Written by Steve Chamberlain &lt;sac@cygnus.com&gt; ELF support by Ian Lance Taylor &lt;ian@cygnus.com&gt;",0
"Copyright (C) 1998-2017 Free Software Foundation, Inc.",0
"Copyright (C) 2011-2017 Free Software Foundation, Inc.",0
"Copyright (C) 2003, 2005, 2008, 2010, 2012 Mark Adler",0
"Copyright (C) 2003, 2005 Free Software Foundation, Inc. Deniz Akkus Kanca &lt;deniz@arayan.com&gt;, 2002,2003, 2005.",0
"Copyright 2008 Free Software Foundation, Inc.",0
Copyright 2014 è&#135;ªç&#148;±è½¯ä»¶å&#159;ºé&#135;&#145;ä¼&#154;ã&#128;&#130;,0
"Copyright (C) 2005-2018 Free Software Foundation, Inc. Written by Ian Lance Taylor &lt;ian@airs.com&gt;.",0
"Copyright (C) 2001-2003 Free Software Foundation, Inc.",0
"Copyright (C) 2004-2018 Free Software Foundation, Inc. Written by Ian Lance Taylor &lt;ian@wasabisystems.com&gt;.",0
"Copyright (C) 2010-2018 Free Software Foundation, Inc. Contributed by Tristan Gingold &lt;gingold@adacore.com&gt;, AdaCore.",0
Copyright (c) 1996 L. Peter Deutsch,0
"Copyright (C) 2011, 2016 Mark Adler",0
"Copyright (C) 2001-2018 Free Software Foundation, Inc. Contributed by Hans-Peter Nilsson &lt;hp@bitrange.com&gt;",0
"Copyright Â© 2001, 2002, 2004, 2006, 2007, 2009, 2015, 2017 Free Software Foundation, Inc. Christian Rose &lt;menthos@menthos.com&gt;, 2001, 2002, 2004. Daniel Nylander &lt;po@danielnylander.se&gt;, 2006, 2007, 2009. Anders Jonsson",0
"Copyright (C) 2017 Free Software Foundation, Inc. Contributed by Francois H. Theron &lt;francois.theron@netronome.com&gt;",0
"Copyright (C) 1993-2018 Free Software Foundation, Inc.",0
"Copyright (C) 1995-1999, 2000, 2001, 2002 Free Software Foundation, Inc.",0
"Copyright (C) 2001 Free Software Foundation, Inc. Keld Simonsen &lt;keld@keldix.com&gt;, 2002,2011. Christian Rose &lt;menthos@menthos.com&gt;, 2001.",0
"Copyright (C) 2010 Free Software Foundation, Inc. Vladimir B. Tsarkov &lt;lipetsk-gnu-lug@bk.ru&gt;, 2011. Pavel Maryanov &lt;acid@jack.kiev.ua&gt;, 2012.",0
"Copyright Â© 2013 Free Software Foundation, Inc.",0
"Copyright (C) 2016-2018 Free Software Foundation, Inc. Written by Tristan Gingold &lt;gingold@adacore.com&gt;",0
"Copyright 1988-2018 Free Software Foundation, Inc.",0
"Copyright (C) 2001-2018 Free Software Foundation, Inc. Contributed by Red Hat",0
"Copyright (C) 2000-2018 Free Software Foundation, Inc. Contributed by Axis Communications AB.",0
"copyright 1983, a Kaliforniai Egyetem KormÃ¡nyzÃ³ja",0
"Copyright (C) 2005-2018 Free Software Foundation, Inc. Contributed by Red Hat.",0
"Copyright (C) 2000-2018 Free Software Foundation, Inc. Contributed by Alexandre Oliva &lt;aoliva@cygnus.com&gt;",0
"Copyright (C) 2010-2018 Free Software Foundation, Inc. Viktor Kutuzov &lt;vkutuzov@accesssoftek.com&gt;.",0
"Copyright (C) 2010-2018 Free Software Foundation, Inc. Written by Sriraman Tallam &lt;tmsriram@google.com&gt;.",0
"Copyright (C) 2016-2018 Free Software Foundation, Inc.",0
"(c) 2002 Free Software Foundation, Inc.",0
"Copyright (C) 2004-2018 Free Software Foundation, Inc.",0
"Copyright (C) 2003 Free Software Foundation, Inc. Wang Li &lt;charles@linux.net.cn&gt;, 2003. Wei-Lun Chao &lt;bluebat@member.fsf.org&gt;, 2005, 2013. Mingye Wang &lt;arthur200126@gmail.com&gt;, 2015, 2016.",0
Copyright (C) 1998 by Jacques Nomssi Nzali.,0
"Copyright (C) 1999-2018 Free Software Foundation, Inc. Written by Timothy Wall (twall@cygnus.com)",0
"Copyright (C) 2005 Free Software Foundation, Inc. Meng Jie &lt;zuxyhere@eastday.com&gt;, 2005. Wei-Lun Chao &lt;bluebat@member.fsf.org&gt;, 2006, 2013. Mingye Wang &lt;arthur200126@gmail.com&gt;, 2015.",0
Copyright (c) 1993 Carnegie Mellon University All Rights Reserved.,0
"Copyright (C) 2010, 2011 Free Software Foundation, Inc. Yasuaki Taniguchi &lt;yasuakit@gmail.com&gt;, 2010, 2011.",0
"Copyright (C) 2011, 2013, 2014, 2018 Free Software Foundation, Inc. Felipe Castro &lt;fefcas@gmail.com&gt; 2011, 2013, 2014, 2018.",0
"Copyright (C) 1999-2018 Free Software Foundation, Inc. Contributed by Timothy Wall (twall@alum.mit.edu)",0
"Copyright (C) 2006-2018 Free Software Foundation, Inc. Written by Ian Lance Taylor &lt;iant@google.com&gt;.",0
"Copyright (C) 2008-2018 Free Software Foundation, Inc. Written by DJ Delorie &lt;dj@redhat.com&gt;",0
"Copyright (C) 2005 Free Software Foundation, Inc. Steve Murphy &lt;murf@e-tools.com&gt;, 2005.",0
"Copyright (C) 1989-2018 Free Software Foundation, Inc. Written by James Clark (jjc@jclark.uucp)",0
"Copyright (C) 2003-2017 Free Software Foundation, Inc.",0
"Copyright (C) 2006-2018 Free Software Foundation, Inc. Contributed by Brain.lin (brain.lin@sunplusct.com) Mei Ligang (ligang@sunnorth.com.cn) Pei-Lin Tsai (pltsai@sunplus.com)",0
"Copyright (C) 2010, 2011 Free Software Foundation, Inc. Mario BlÃ¤ttermann &lt;mario.blaettermann@gmail.com&gt;, 2014.",0
"Copyright (C) 2007-2017 Free Software Foundation, Inc.",0
"Copyright (C) 2017-2018 Free Software Foundation, Inc.",0
"Copyright 1998, 1999, 2000, 2001, 2003, 2006, 2007, 2008, 2009, 2010, 2011 Free Software Foundation, Inc.",0
"Copyright (C) 1993-2018 Free Software Foundation, Inc. Contributed by the OSF and Ralph Campbell. Written by Keith Knowles and Ralph Campbell, working independently.",0
"Copyright (C) 2001-2018 Free Software Foundation, Inc. Contributed by Bob Wilson (bob.wilson@acm.org) at Tensilica.",0
"Copyright (C) 2009-2018 Free Software Foundation, Inc. Free Software Foundation, Inc.",0
"Copyright (C) 2012-2018 Free Software Foundation, Inc. Written by DJ Delorie &lt;dj@redhat.com&gt;",0
"Copyright 2000, 2001, 2003, 2004, 2007, 2009 Free Software Foundation, Inc.",0
"Copyright (C) 2009-2018 Free Software Foundation, Inc. Written by Rafael Avila de Espindola &lt;espindola@google.com&gt;.",0
"Copyright (C) 2009-2018 Free Software Foundation, Inc. Written by Anthony Green &lt;green@moxielogic.com&gt;",0
"Copyright (C) 2001-2018 Free Software Foundation, Inc. Written by Hans-Peter Nilsson (hp@bitrange.com).",0
"Copyright (c) 1983, 1991, 1993, 2001 The Regents of the University of California. All rights reserved.",0
"Copyright (C) 1997-2018 Free Software Foundation, Inc. Written by Ian Lance Taylor, Cygnus Support. Extended by Kai Tietz, Onevision.",0
Copyright @ 1990 Regents of the University of California. All rights reserved.,0
"Copyright Â© 2007, 2008, 2009, 2010, 2011, 2012 Free Software Foundation, Inc. Jorma Karvonen &lt;karvonen.jorma@gmail.com&gt;, 2011-2012.",0
"Copyright (C) 2010 Free Software Foundation, Inc. Yasuaki Taniguchi &lt;yasuakit@gmail.com&gt;, 2010.",0
"Copyright (C) 2002-2018 Free Software Foundation, Inc. Contributed for OR32 by Ivan Guzvinec &lt;ivang@opencores.org&gt;",0
"Copyright Â© 2017 Free Software Foundation, Inc. Sebastian Rasmussen &lt;sebras@gmail.com&gt;, 2017.",0
"Copyright (C) 1990-2018 Free Software Foundation, Inc. Written by Bryan Ford of the University of Utah.",0
"Copyright (C) 2013-2017 Free Software Foundation, Inc. Written by Cary Coutant &lt;ccoutant@google.com&gt;.",0
"Copyright (C) 1997-2018 Free Software Foundation, Inc.",0
"Copyright 2008-2013 Free Software Foundation, Inc. Contributed by Jon Beniston &lt;jon@beniston.com&gt;",0
"Copyright (C) 2010-2017 Free Software Foundation, Inc.",0
"Copyright (C) 2015-2017 Free Software Foundation, Inc. Written by Cary Coutant &lt;ccoutant@google.com&gt;. Modified by H.J. Lu &lt;hongjiu.lu@intel.com&gt;",0
"Copyright (C) 1997, 1998 Free Software Foundation, Inc. Roland Stigge &lt;stigge@antcom.de&gt;, 2003, 2007, 2009.",0
© Copyright Henrik Ravn 2004,0
"Copyright (C) 2015-2018 Free Software Foundation, Inc.",0
"Copyright (C) 2018 2012 Free Software Foundation, Inc. Cristian OthÃ³n MartÃ­nez Vera &lt;cfuga@cfuga.mx&gt;, 2002 - 2012. Francisco Javier Serrador &lt;fserrador@gmail.com&gt;, 2018",0
"Copyright (C) 2013-2018 Free Software Foundation, Inc. Written by FTDI (support@ftdichip.com)",0
"Copyright (C) 2008-2017 Free Software Foundation, Inc. Written by Ian Lance Taylor &lt;iant@google.com&gt;",0
"Copyright (C) 1999-2018 Free Software Foundation, Inc. Written by Linus Nordberg, Swox AB &lt;info@swox.com&gt;,",0
"Copyright (C) 2000-2018 Free Software Foundation, Inc. Contributed by Martin Schwidefsky (schwidefsky@de.ibm.com).",0
